Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,26.92,$1.07B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqqx
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,71.4532,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqxt
QRHC,Quest Resource Holding Corporation,1.94,$36.15M,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/qrhc
QRTAV,"Qurate Retail, Inc.",n/a,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrtav
QRTBV,"Qurate Retail, Inc.",n/a,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrtbv
QRTEA,"Qurate Retail, Inc.",10.66,$4.44B,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrtea
QRTEB,"Qurate Retail, Inc.",10.48,$4.37B,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrteb
QRTEV,"Qurate Retail, Inc.",101,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qrtev
QRVO,"Qorvo, Inc.",134.67,$15.38B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/qrvo
QSR,Restaurant Brands International Inc.,57.2,$17.34B,2014,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/qsr
QTEC,First Trust NASDAQ-100- Technology Index Fund,126.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qtec
QTNT,Quotient Limited,4.93,$397.39M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/qtnt
QTRX,Quanterix Corporation,34.98,$1.1B,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/qtrx
QTS,"QTS Realty Trust, Inc.",68.58,$4.21B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/qts
QTS^A,"QTS Realty Trust, Inc.",27.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qts^a
QTS^B,"QTS Realty Trust, Inc.",152.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qts^b
QTT,Qutoutiao Inc.,2.78,$741.78M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/qtt
QTWO,"Q2 Holdings, Inc.",99.63,$5.33B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qtwo
QUAD,"Quad Graphics, Inc",3.47,$186.31M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/quad
QUIK,QuickLogic Corporation,3.2,$35.38M,1999,Technology,Semiconductors,https://old.nasdaq.com/symbol/quik
QUMU,Qumu Corporation,5.56,$75.18M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qumu
QUOT,Quotient Technology Inc.,8.83,$798.67M,2014,Consumer Services,Advertising,https://old.nasdaq.com/symbol/quot
QURE,uniQure N.V.,39.73,$1.77B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qure
QVCC,"QVC, Inc.",24.12,n/a,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcc
QVCD,"QVC, Inc.",25.1,n/a,2018,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcd
QYLD,Global X NASDAQ-100 Covered Call ETF,22.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qyld
R,"Ryder System, Inc.",42.21,$2.27B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/r
RA,Brookfield Real Assets Income Fund Inc.,17.19,$757.58M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ra
RACA,Therapeutics Acquisition Corp.,12.79,$222.97M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/raca
RACE,Ferrari N.V.,196.69,$48.8B,2015,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/race
RAD,Rite Aid Corporation,13.14,$718.01M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/rad
RADA,RADA Electronic Industries Ltd.,6.96,$302.66M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/rada
RAIL,"Freightcar America, Inc.",1.73,$23.04M,2005,Capital Goods,Railroads,https://old.nasdaq.com/symbol/rail
RAMP,"LiveRamp Holdings, Inc.",58.57,$3.86B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
RAND,Rand Capital Corporation,11.3,$29.24M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rand
RAPT,"RAPT Therapeutics, Inc.",30.94,$757.07M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rapt
RARE,Ultragenyx Pharmaceutical Inc.,80.86,$4.9B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rare
RAVE,"Rave Restaurant Group, Inc.",0.4131,$6.39M,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",25.9,$928.39M,n/a,Capital Goods,Specialty Chemicals,https://old.nasdaq.com/symbol/ravn
RBA,Ritchie Bros. Auctioneers Incorporated,58.96,$6.42B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rba
RBAC.U,RedBall Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/rbac.u
RBB,RBB Bancorp,12.97,$256.02M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/rbb
RBBN,Ribbon Communications Inc. ,4.38,$635.75M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/rbbn
RBC,Regal Beloit Corporation,102.98,$4.18B,n/a,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/rbc
RBCAA,"Republic Bancorp, Inc.",31.33,$655.05M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/rbcaa
RBCN,"Rubicon Technology, Inc.",8.15,$19.61M,2007,Technology,Semiconductors,https://old.nasdaq.com/symbol/rbcn
RBKB,"Rhinebeck Bancorp, Inc.",6.6,$73.48M,2019,Finance,Banks,https://old.nasdaq.com/symbol/rbkb
RBNC,"Reliant Bancorp, Inc.",14.32,$232.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rbnc
RC,Ready Capital Corporation,10.43,$572.32M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rc
RCA,Ready Capital Corporation,23.6,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rca
RCB,Ready Capital Corporation,22.44,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcb
RCEL,"Avita Therapeutics, Inc.",26.2,$562.47M,n/a,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel
RCG,"RENN Fund, Inc.",1.29,$7.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rcg
RCI,"Rogers Communication, Inc.",43.61,$22.02B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/rci
RCII,Rent-A-Center Inc.,31.1,$1.67B,1995,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/rcii
RCKT,"Rocket Pharmaceuticals, Inc.",24.78,$1.37B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rckt
RCKY,"Rocky Brands, Inc.",25.02,$183.02M,1993,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/rcky
RCL,Royal Caribbean Group,68.37,$14.68B,1993,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/rcl
RCM,R1 RCM Inc.,14.68,$1.7B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rcm
RCMT,"RCM Technologies, Inc.",1.565,$17.94M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/rcmt
RCON,"Recon Technology, Ltd.",0.928,$6.68M,2009,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rcon
RCP,Ready Capital Corporation,25.19,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcp
RCS,"PIMCO Strategic Income Fund, Inc.",6.47,$284.27M,1994,n/a,n/a,https://old.nasdaq.com/symbol/rcs
RCUS,"Arcus Biosciences, Inc.",22.66,$1.47B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rcus
RDCM,Radcom Ltd.,9.675,$134.9M,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/rdcm
RDFN,Redfin Corporation,51.05,$5.08B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,7.92,$279.33M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdhl
RDI,Reading International Inc,4.26,$92.65M,n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,19.569,$425.59M,n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/rdib
RDN,Radian Group Inc.,16.05,$3.07B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rdn
RDNT,"RadNet, Inc.",15.19,$783.42M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/rdnt
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.b
RDUS,"Radius Health, Inc.",12.6,$585.55M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdus
RDVT,"Red Violet, Inc.",21.21,$257.44M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rdvt
RDVY,First Trust Rising Dividend Achievers ETF,34.47,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rdvy
RDWR,Radware Ltd.,26.15,$1.21B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rdwr
RDY,Dr. Reddy&#39;s Laboratories Ltd,59.65,$9.9B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy
RE,"Everest Re Group, Ltd.",217.91,$8.71B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re
REAL,"The RealReal, Inc.",16.765,$1.47B,2019,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/real
REDU,RISE Education Cayman Ltd,6.27,$353.49M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/redu
REED,"Reeds, Inc.",0.96,$60.42M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/reed
REFR,Research Frontiers Incorporated,2.53,$79.89M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/refr
REG,Regency Centers Corporation,41.03,$6.96B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/reg
REGI,"Renewable Energy Group, Inc.",38.6,$1.52B,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/regi
REGN,"Regeneron Pharmaceuticals, Inc.",610.15,$64.92B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/regn
REI,"Ring Energy, Inc.",0.6903,$46.93M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rei
REKR,"Rekor Systems, Inc.",6.45,$179.85M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/rekr
RELL,"Richardson Electronics, Ltd.",4.5,$59.43M,1983,Technology,Electronic Components,https://old.nasdaq.com/symbol/rell
RELV,"Reliv&#39; International, Inc.",3.09,$5.4M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/relv
RELX,RELX PLC,23.18,$44.78B,2015,Consumer Services,Publishing,https://old.nasdaq.com/symbol/relx
RENN,Renren Inc.,2.1199,$49.99M,2011,Technology,EDP Services,https://old.nasdaq.com/symbol/renn
REPH,"Recro Pharma, Inc.",2.71,$64.07M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/reph
REPL,"Replimune Group, Inc.",24.22,$975.78M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/repl
RES,"RPC, Inc.",3.05,$656.13M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/res
RESI,Front Yard Residential Corporation,10.14,$595.7M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/resi
RESN,Resonant Inc.,2.55,$135.91M,2014,Technology,Semiconductors,https://old.nasdaq.com/symbol/resn
RETA,"Reata Pharmaceuticals, Inc.",105.89,$3.56B,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/reta
RETO,"ReTo Eco-Solutions, Inc.",0.573,$13.04M,2017,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/reto
REV,"Revlon, Inc.",7.62,$406.35M,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/rev
REVG,"REV Group, Inc.",8.02,$508.52M,2017,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/revg
REX,REX American Resources Corporation,64.79,$401.57M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rex
REXN,"Rexahn Pharmaceuticals, Inc.",1.78,$7.54M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rexn
REXR,"Rexford Industrial Realty, Inc.",48.9,$6.05B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",26.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",26.6501,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^b
REXR^C,"Rexford Industrial Realty, Inc.",26.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^c
REYN,Reynolds Consumer Products Inc.,33.19,$6.96B,2020,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/reyn
REZI,"Resideo Technologies, Inc.",13.7,$1.69B,2018,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/rezi
RF,Regions Financial Corporation,11.79,$11.32B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,27.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^b
RF^C,Regions Financial Corporation,27.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^c
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,50.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,58.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,62.74,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,59.0269,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfeu
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.73,$333.59M,1993,n/a,n/a,https://old.nasdaq.com/symbol/rfi
RFIL,"RF Industries, Ltd.",4.35,$42.45M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/rfil
RFL,"Rafael Holdings, Inc.",18.56,$293.58M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rfl
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",20.36,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/rfm
RFP,Resolute Forest Products Inc.,4.87,$419.2M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/rfp
RGA,"Reinsurance Group of America, Incorporated",93.36,$6.34B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rga
RGCO,RGC Resources Inc.,24.22,$197.39M,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/rgco
RGEN,Repligen Corporation,156.06,$8.19B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rgen
RGLD,"Royal Gold, Inc.",134,$8.79B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rgld
RGLS,Regulus Therapeutics Inc.,0.4753,$17.07M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rgls
RGNX,REGENXBIO Inc.,30.46,$1.14B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rgnx
RGP,"Resources Connection, Inc.",12.61,$405.34M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rgp
RGR,"Sturm, Ruger & Company, Inc.",73.28,$1.28B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
RGS,Regis Corporation,7.33,$261.14M,1991,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rgs
RGT,"Royce Global Value Trust, Inc.",13.19,$138.54M,2013,n/a,n/a,https://old.nasdaq.com/symbol/rgt
RH,RH,335.86,$6.48B,2012,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/rh
RHE,"Regional Health Properties, Inc.",1.31,$2.21M,2017,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/rhe
RHE^A,"Regional Health Properties, Inc.",2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rhe^a
RHI,Robert Half International Inc.,54.93,$6.3B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/rhi
RHP,"Ryman Hospitality Properties, Inc.",38.72,$2.13B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rhp
RIBT,RiceBran Technologies,0.4635,$18.64M,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ribt
RICK,"RCI Hospitality Holdings, Inc.",20.07,$183.14M,1995,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/rick
RIG,Transocean Ltd.,1.2,$737.54M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig
RIGL,"Rigel Pharmaceuticals, Inc.",2.45,$413.88M,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rigl
RILY,"B. Riley Financial, Inc.",27.17,$691.55M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",24.6916,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.1001,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",24.62,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyi
RILYM,"B. Riley Financial, Inc.",23.66,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilym
RILYN,"B. Riley Financial, Inc.",23.67,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyn
RILYO,"B. Riley Financial, Inc.",24.45,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyo
RILYP,"B. Riley Financial, Inc.",23.5393,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyp
RILYZ,"B. Riley Financial, Inc.",24.82,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyz
RING,iShares MSCI Global Gold Miners ETF,34.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ring
RIO,Rio Tinto Plc,62.32,$77.69B,2002,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rio
RIOT,"Riot Blockchain, Inc",3.43,$162.59M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/riot
RIV,"RiverNorth Opportunities Fund, Inc.",15.45,$144.31M,2015,n/a,n/a,https://old.nasdaq.com/symbol/riv
RIVE,Riverview Financial Corporation,7.25,$67.16M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rive
RJF,"Raymond James Financial, Inc.",76.93,$10.55B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf
RKDA,"Arcadia Biosciences, Inc.",3.07,$32.85M,2015,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/rkda
RKT,"Rocket Companies, Inc.",31.31,$62.11B,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rkt
RL,Ralph Lauren Corporation,71.59,$5.23B,1997,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl
RLAY,"Relay Therapeutics, Inc.",36.98,$3.33B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rlay
RLGT,"Radiant Logistics, Inc.",5.42,$267.72M,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/rlgt
RLGY,Realogy Holdings Corp.,11.48,$1.33B,2012,Finance,Real Estate,https://old.nasdaq.com/symbol/rlgy
RLH,Red Lion Hotels Corporation,2.37,$60.2M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
RLI,RLI Corp.,95.87,$4.31B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,9.66,$1.59B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,24.2152,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rlj^a
RLMD,"Relmada Therapeutics, Inc.",36.69,$587.92M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rlmd
RM,Regional Management Corp.,18.56,$210.42M,2012,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rm
RMAX,"RE/MAX Holdings, Inc.",35.6,$1.09B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/rmax
RMBI,"Richmond Mutual Bancorporation, Inc.",11.35,$153.53M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/rmbi
RMBL,"RumbleOn, Inc.",37.39,$83.57M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/rmbl
RMBS,"Rambus, Inc.",14.36,$1.63B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/rmbs
RMCF,"Rocky Mountain Chocolate Factory, Inc.",3.21,$19.5M,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/rmcf
RMD,ResMed Inc.,183,$26.52B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmd
RMED,"Ra Medical Systems, Inc.",0.2988,$21.65M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed
RMG,RMG Acquisition Corp.,10.19,$292.96M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmg.ws
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",21.21,$135.18M,2018,n/a,n/a,https://old.nasdaq.com/symbol/rmi
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",17.23,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmm
RMNI,"Rimini Street, Inc.",4.35,$327.66M,2015,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rmni
